user_id,total_swipes,favorite_hall,most_common_meal,avg_wait_sec,persona,dietary_pref
U04145,14,Marciano Commons,dinner,252.29,residential_central,gluten_free
U04146,16,Stuvi2 / towers,dinner,343.31,residential_east,vegetarian
U04147,15,Marciano Commons,breakfast,424.6,residential_west,vegan
U04148,7,Warren Towers Dining,lunch,470.57,commuter,gluten_free
U04149,7,Marciano Commons,lunch,473.29,commuter,none
U04150,12,Marciano Commons,dinner,212.08,residential_east,vegetarian
U04151,15,Warren Towers Dining,lunch,258.67,residential_east,halal
U04152,8,Sargent Choice Café,lunch,314.88,commuter,gluten_free
U04153,15,West Campus Dining,dinner,401.33,residential_west,none
U04154,13,Warren Towers Dining,lunch,349.0,residential_east,none
U04155,12,Warren Towers Dining,lunch,349.25,residential_east,vegetarian
U04156,17,Marciano Commons,dinner,487.53,residential_central,none
U04157,7,Marciano Commons,lunch,259.86,commuter,vegetarian
U04158,7,Sargent Choice Café,lunch,359.43,off_campus_plan,none
U04159,13,Marciano Commons,dinner,385.15,residential_central,none
U04160,12,Marciano Commons,dinner,203.33,residential_central,none
U04161,18,Warren Towers Dining,lunch,325.11,residential_east,none
U04162,13,Sargent Choice Café,dinner,390.62,residential_central,none
U04163,17,Marciano Commons,dinner,416.41,residential_west,none
U04164,13,Sargent Choice Café,dinner,567.15,residential_central,none
U04165,17,Marciano Commons,lunch,308.94,residential_west,none
U04166,15,Warren Towers Dining,dinner,355.07,residential_east,none
U04167,13,Warren Towers Dining,dinner,527.23,residential_east,none
U04168,16,Marciano Commons,dinner,299.88,residential_west,vegetarian
U04169,15,Warren Towers Dining,dinner,345.4,residential_east,vegan
U04170,16,Warren Towers Dining,dinner,458.88,residential_east,none
U04171,5,West Campus Dining,dinner,480.6,off_campus_plan,none
U04172,15,West Campus Dining,dinner,216.33,residential_west,vegan
U04173,14,Marciano Commons,dinner,483.07,residential_central,none
U04174,8,Warren Towers Dining,lunch,310.88,commuter,gluten_free
U04175,5,Warren Towers Dining,dinner,393.0,off_campus_plan,vegetarian
U04176,17,Sargent Choice Café,lunch,364.65,residential_central,none
U04177,6,Marciano Commons,lunch,422.0,commuter,none
U04178,13,Marciano Commons,breakfast,478.92,residential_west,none
U04179,16,West Campus Dining,lunch,289.44,residential_west,none
U04180,13,Marciano Commons,dinner,474.23,residential_west,none
U04181,16,Sargent Choice Café,breakfast,417.62,residential_central,none
U04182,13,Marciano Commons,dinner,262.54,residential_central,vegan
U04183,12,Marciano Commons,dinner,473.42,residential_west,none
U04184,13,Warren Towers Dining,lunch,594.92,residential_east,none
U04185,13,Marciano Commons,dinner,307.23,residential_central,vegetarian
U04186,13,Marciano Commons,lunch,378.77,residential_east,none
U04187,17,Marciano Commons,lunch,440.41,residential_central,none
U04188,15,Marciano Commons,dinner,457.67,residential_central,none
U04189,11,West Campus Dining,lunch,297.09,commuter,vegetarian
U04190,9,Sargent Choice Café,lunch,374.33,commuter,gluten_free
U04191,11,Warren Towers Dining,lunch,343.91,commuter,none
U04192,15,Marciano Commons,dinner,604.07,residential_west,none
U04193,8,Marciano Commons,lunch,250.38,commuter,none
U04194,13,Marciano Commons,dinner,349.08,residential_central,none
U04195,15,Marciano Commons,dinner,422.6,residential_east,none
U04196,17,Warren Towers Dining,dinner,307.53,residential_east,vegan
U04197,12,Marciano Commons,lunch,228.75,residential_west,halal
U04198,15,West Campus Dining,dinner,404.93,residential_west,none
U04199,16,Marciano Commons,dinner,367.75,residential_central,none
U04200,9,Sargent Choice Café,lunch,492.0,commuter,vegetarian
U04201,13,Warren Towers Dining,lunch,266.15,residential_east,none
U04202,10,Stuvi2 / towers,dinner,248.4,residential_east,none
U04203,10,Sargent Choice Café,lunch,479.6,off_campus_plan,none
U04204,14,Marciano Commons,lunch,312.21,residential_east,none
U04205,12,West Campus Dining,dinner,427.17,residential_west,none
U04206,12,Marciano Commons,dinner,359.25,residential_central,vegan
U04207,16,Sargent Choice Café,dinner,254.88,residential_central,vegan
U04208,14,Marciano Commons,dinner,232.14,residential_east,none
U04209,16,Warren Towers Dining,lunch,327.69,residential_east,none
U04210,18,Marciano Commons,dinner,443.5,residential_east,halal
U04211,18,Marciano Commons,dinner,458.39,residential_central,none
U04212,16,Marciano Commons,dinner,335.94,residential_central,halal
U04213,13,Stuvi2 / towers,lunch,300.69,residential_east,none
U04214,14,Marciano Commons,dinner,433.43,residential_central,none
U04215,11,Marciano Commons,lunch,268.64,commuter,none
U04216,18,Marciano Commons,lunch,370.17,residential_east,halal
U04217,13,West Campus Dining,dinner,296.0,residential_west,none
U04218,14,Sargent Choice Café,dinner,360.71,residential_central,none
U04219,16,Marciano Commons,dinner,268.88,residential_east,none
U04220,12,West Campus Dining,dinner,397.17,residential_west,halal
U04221,15,Sargent Choice Café,breakfast,356.27,residential_central,gluten_free
U04222,9,Sargent Choice Café,lunch,335.67,commuter,gluten_free
U04223,9,Marciano Commons,lunch,520.0,commuter,gluten_free
U04224,15,Marciano Commons,dinner,308.47,residential_central,none
U04225,12,Sargent Choice Café,lunch,456.25,commuter,none
U04226,13,West Campus Dining,dinner,349.85,residential_west,none
U04227,18,Sargent Choice Café,dinner,420.06,residential_central,none
U04228,14,Marciano Commons,dinner,267.57,residential_west,halal
U04229,13,Marciano Commons,breakfast,214.46,residential_east,halal
U04230,7,Sargent Choice Café,lunch,458.71,commuter,none
U04231,15,Marciano Commons,dinner,565.6,residential_central,vegetarian
U04232,14,Marciano Commons,lunch,367.93,residential_west,halal
U04233,8,West Campus Dining,lunch,348.12,off_campus_plan,none
U04234,13,Marciano Commons,dinner,427.38,residential_east,none
U04235,14,Marciano Commons,dinner,514.29,residential_west,none
U04236,14,Marciano Commons,dinner,577.64,residential_east,none
U04237,10,Warren Towers Dining,lunch,409.5,commuter,vegetarian
U04238,8,West Campus Dining,lunch,435.75,commuter,none
U04239,14,Marciano Commons,lunch,429.43,residential_west,none
U04240,14,Sargent Choice Café,dinner,367.43,residential_central,gluten_free
U04241,12,West Campus Dining,dinner,434.33,residential_west,none
U04242,8,Marciano Commons,lunch,586.12,commuter,none
U04243,13,Marciano Commons,dinner,531.62,residential_west,gluten_free
U04244,12,Marciano Commons,dinner,456.25,residential_west,none
U04245,4,Stuvi2 / towers,lunch,314.25,off_campus_plan,none
U04246,15,Stuvi2 / towers,lunch,610.93,residential_east,vegan
U04247,18,Stuvi2 / towers,dinner,313.78,residential_east,none
U04248,16,Marciano Commons,dinner,352.0,residential_central,vegan
U04249,8,Stuvi2 / towers,dinner,581.5,off_campus_plan,none
U04250,13,Marciano Commons,lunch,347.23,residential_west,none
U04251,17,Marciano Commons,dinner,401.53,residential_east,none
U04252,15,Marciano Commons,breakfast,410.73,residential_west,none
U04253,16,Sargent Choice Café,dinner,360.5,residential_central,vegan
U04254,13,Stuvi2 / towers,lunch,373.0,residential_east,vegetarian
U04255,15,Marciano Commons,dinner,473.87,residential_central,gluten_free
U04256,9,Stuvi2 / towers,lunch,294.44,off_campus_plan,vegan
U04257,14,Marciano Commons,dinner,320.79,residential_west,none
U04258,14,Marciano Commons,dinner,282.93,residential_west,vegan
U04259,14,West Campus Dining,dinner,219.5,residential_west,vegetarian
U04260,13,Stuvi2 / towers,lunch,460.85,residential_east,vegetarian
U04261,8,Marciano Commons,lunch,346.88,commuter,halal
U04262,15,Marciano Commons,dinner,475.4,residential_west,vegetarian
U04263,11,West Campus Dining,dinner,447.55,residential_west,none
U04264,15,Sargent Choice Café,dinner,273.13,residential_central,vegetarian
U04265,14,Marciano Commons,lunch,409.0,residential_west,none
U04266,16,Marciano Commons,dinner,415.62,residential_central,none
U04267,11,Warren Towers Dining,dinner,256.45,residential_east,vegetarian
U04268,7,Stuvi2 / towers,lunch,439.29,commuter,none
U04269,9,Warren Towers Dining,dinner,256.11,off_campus_plan,none
U04270,15,Marciano Commons,dinner,450.47,residential_central,none
U04271,4,Marciano Commons,dinner,226.75,off_campus_plan,vegetarian
U04272,16,Marciano Commons,dinner,441.06,residential_east,none
U04273,14,West Campus Dining,dinner,357.43,residential_west,vegan
U04274,12,Sargent Choice Café,dinner,350.42,residential_central,none
U04275,13,Marciano Commons,lunch,339.77,residential_central,none
U04276,12,Marciano Commons,dinner,308.17,residential_west,none
U04277,14,Marciano Commons,lunch,358.36,residential_west,vegetarian
U04278,10,Warren Towers Dining,dinner,408.3,residential_east,none
U04279,13,West Campus Dining,dinner,280.46,residential_west,gluten_free
U04280,15,Stuvi2 / towers,dinner,370.67,residential_east,gluten_free
U04281,4,Marciano Commons,lunch,286.0,commuter,halal
U04282,13,Stuvi2 / towers,dinner,247.69,residential_east,gluten_free
U04283,14,Marciano Commons,lunch,317.57,residential_east,none
U04284,14,Sargent Choice Café,dinner,174.21,residential_central,none
U04285,14,Sargent Choice Café,dinner,503.79,residential_central,vegan
U04286,8,Sargent Choice Café,lunch,251.38,commuter,vegetarian
U04287,17,Marciano Commons,dinner,350.12,residential_central,halal
U04288,15,Marciano Commons,dinner,331.87,residential_west,vegetarian
U04289,9,Sargent Choice Café,lunch,576.78,commuter,gluten_free
U04290,15,Marciano Commons,dinner,492.93,residential_central,none
U04291,15,Marciano Commons,dinner,435.0,residential_east,halal
U04292,16,Sargent Choice Café,breakfast,321.62,residential_central,vegetarian
U04293,5,Marciano Commons,lunch,509.0,off_campus_plan,vegetarian
U04294,12,West Campus Dining,breakfast,398.17,residential_west,none
U04295,19,Marciano Commons,dinner,374.42,residential_west,vegan
U04296,10,Marciano Commons,dinner,321.3,residential_east,halal
U04297,12,Marciano Commons,lunch,305.58,residential_east,none
U04298,15,Marciano Commons,lunch,321.93,residential_west,vegetarian
U04299,17,Marciano Commons,dinner,428.47,residential_central,none
U04300,13,Marciano Commons,lunch,349.31,residential_east,gluten_free
U04301,9,Stuvi2 / towers,lunch,352.22,off_campus_plan,none
U04302,10,West Campus Dining,lunch,316.6,commuter,none
U04303,16,Marciano Commons,dinner,354.94,residential_central,none
U04304,7,Marciano Commons,lunch,312.57,commuter,vegetarian
U04305,9,Stuvi2 / towers,dinner,399.22,residential_east,none
U04306,12,Marciano Commons,lunch,379.58,residential_west,vegetarian
U04307,12,Marciano Commons,dinner,359.17,residential_central,gluten_free
U04308,9,Marciano Commons,lunch,263.78,commuter,halal
U04309,7,Sargent Choice Café,lunch,403.57,commuter,none
U04310,13,Marciano Commons,lunch,394.62,residential_east,gluten_free
U04311,9,Warren Towers Dining,dinner,510.78,off_campus_plan,vegetarian
U04312,14,Marciano Commons,dinner,377.21,residential_east,none
U04313,8,Sargent Choice Café,lunch,546.62,commuter,none
U04314,9,Marciano Commons,dinner,410.33,off_campus_plan,none
U04315,14,Warren Towers Dining,dinner,289.93,residential_east,halal
U04316,8,Warren Towers Dining,lunch,448.25,commuter,none
U04317,15,Stuvi2 / towers,dinner,404.87,residential_east,none
U04318,15,West Campus Dining,dinner,294.67,residential_west,vegan
U04319,18,Sargent Choice Café,dinner,350.83,residential_central,vegetarian
U04320,14,Sargent Choice Café,dinner,405.5,residential_central,vegan
U04321,5,Sargent Choice Café,lunch,533.2,off_campus_plan,vegan
U04322,15,Marciano Commons,breakfast,339.4,residential_central,none
U04323,17,Marciano Commons,dinner,458.65,residential_west,halal
U04324,8,Marciano Commons,lunch,265.38,commuter,none
U04325,6,Marciano Commons,lunch,515.17,off_campus_plan,vegetarian
U04326,14,Marciano Commons,dinner,236.64,residential_east,vegetarian
U04327,11,Marciano Commons,dinner,657.64,off_campus_plan,none
U04328,14,Stuvi2 / towers,lunch,302.07,residential_east,gluten_free
U04329,11,Stuvi2 / towers,lunch,408.64,commuter,none
U04330,13,Marciano Commons,dinner,365.38,residential_west,none
U04331,16,Stuvi2 / towers,lunch,362.5,residential_east,gluten_free
U04332,13,Marciano Commons,dinner,412.69,residential_west,vegetarian
U04333,16,Marciano Commons,dinner,356.81,residential_central,vegetarian
U04334,16,West Campus Dining,dinner,387.44,residential_west,none
U04335,14,Marciano Commons,dinner,301.0,residential_east,halal
U04336,13,Sargent Choice Café,dinner,367.77,residential_central,none
U04337,8,Marciano Commons,lunch,490.12,off_campus_plan,none
U04338,12,Marciano Commons,dinner,319.0,residential_west,none
U04339,13,Marciano Commons,lunch,285.15,residential_east,none
U04340,10,Marciano Commons,lunch,453.6,residential_west,vegetarian
U04341,12,Marciano Commons,lunch,188.83,residential_east,none
U04342,9,Marciano Commons,lunch,241.56,commuter,none
U04343,8,Marciano Commons,lunch,529.0,commuter,none
U04344,17,Marciano Commons,breakfast,287.24,residential_central,vegetarian
U04345,12,Marciano Commons,dinner,319.25,residential_west,halal
U04346,11,Marciano Commons,lunch,313.36,commuter,none
U04347,14,Sargent Choice Café,dinner,339.0,residential_central,vegetarian
U04348,7,West Campus Dining,lunch,506.29,commuter,none
U04349,13,Sargent Choice Café,dinner,397.0,residential_central,vegetarian
U04350,7,West Campus Dining,lunch,215.57,commuter,none
U04351,14,Sargent Choice Café,lunch,434.29,residential_central,none
U04352,11,Marciano Commons,lunch,450.45,residential_west,vegetarian
U04353,10,Warren Towers Dining,dinner,499.3,off_campus_plan,halal
U04354,13,Marciano Commons,dinner,270.38,residential_central,none
U04355,16,Marciano Commons,dinner,392.88,residential_central,vegan
U04356,13,Stuvi2 / towers,dinner,417.85,residential_east,vegetarian
U04357,15,Marciano Commons,dinner,309.53,residential_central,gluten_free
U04358,13,Sargent Choice Café,dinner,457.23,residential_central,none
U04359,12,Marciano Commons,lunch,222.58,residential_east,none
U04360,16,Marciano Commons,dinner,398.12,residential_east,halal
U04361,13,Marciano Commons,lunch,286.46,residential_central,none
U04362,9,Marciano Commons,lunch,264.56,commuter,none
U04363,18,Marciano Commons,dinner,309.5,residential_central,none
U04364,14,Warren Towers Dining,dinner,412.07,residential_east,halal
U04365,12,Marciano Commons,dinner,530.17,residential_central,none
U04366,14,Marciano Commons,dinner,279.71,residential_east,halal
U04367,12,Marciano Commons,lunch,457.0,residential_west,none
U04368,17,Warren Towers Dining,dinner,328.29,residential_east,none
U04369,12,Warren Towers Dining,dinner,290.42,residential_east,none
U04370,16,Marciano Commons,dinner,537.94,residential_east,none
U04371,15,Marciano Commons,dinner,398.8,residential_west,vegetarian
U04372,12,Marciano Commons,lunch,368.17,residential_east,vegetarian
U04373,14,Marciano Commons,dinner,422.64,residential_west,none
U04374,15,Marciano Commons,dinner,250.67,residential_central,none
U04375,13,Marciano Commons,lunch,375.08,residential_west,vegetarian
U04376,12,Marciano Commons,dinner,448.0,residential_west,halal
U04377,7,Marciano Commons,lunch,664.14,commuter,vegetarian
U04378,17,Warren Towers Dining,lunch,333.18,residential_east,halal
U04379,16,Marciano Commons,breakfast,410.88,residential_central,none
U04380,11,Stuvi2 / towers,lunch,334.0,residential_east,halal
U04381,15,Marciano Commons,dinner,428.8,residential_east,none
U04382,12,Sargent Choice Café,dinner,297.75,residential_central,none
U04383,13,Marciano Commons,breakfast,353.38,residential_central,halal
U04384,8,Marciano Commons,lunch,229.62,commuter,gluten_free
U04385,14,Marciano Commons,dinner,395.71,residential_central,vegetarian
U04386,7,Warren Towers Dining,lunch,366.29,off_campus_plan,none
U04387,19,Warren Towers Dining,dinner,406.21,residential_east,none
U04388,14,Stuvi2 / towers,dinner,320.43,residential_east,none
U04389,12,Marciano Commons,dinner,359.08,residential_east,halal
U04390,15,Marciano Commons,dinner,403.67,residential_east,none
U04391,16,Marciano Commons,dinner,409.69,residential_central,halal
U04392,16,Sargent Choice Café,dinner,603.31,residential_central,none
U04393,13,Marciano Commons,dinner,376.15,residential_east,vegan
U04394,7,Marciano Commons,lunch,416.43,off_campus_plan,gluten_free
U04395,7,Stuvi2 / towers,lunch,287.0,commuter,none
U04396,16,Marciano Commons,dinner,488.75,residential_west,none
U04397,9,Marciano Commons,lunch,268.56,residential_east,vegan
U04398,13,Warren Towers Dining,dinner,434.15,residential_east,none
U04399,12,Marciano Commons,dinner,216.08,residential_east,vegetarian
U04400,13,Marciano Commons,dinner,407.0,residential_east,vegetarian
U04401,12,Marciano Commons,dinner,299.83,residential_central,none
U04402,16,Stuvi2 / towers,breakfast,493.44,residential_east,halal
U04403,13,Marciano Commons,dinner,348.77,residential_west,none
U04404,5,Marciano Commons,dinner,489.8,off_campus_plan,gluten_free
U04405,17,Marciano Commons,dinner,353.18,residential_central,none
U04406,7,Marciano Commons,lunch,564.43,off_campus_plan,vegan
U04407,13,Marciano Commons,dinner,462.38,residential_east,none
U04408,10,West Campus Dining,dinner,492.0,residential_west,none
U04409,14,Sargent Choice Café,dinner,341.64,residential_central,none
U04410,17,Warren Towers Dining,dinner,416.88,residential_east,vegan
U04411,18,Marciano Commons,dinner,419.5,residential_east,vegetarian
U04412,15,Marciano Commons,lunch,497.73,residential_central,halal
U04413,15,Sargent Choice Café,dinner,353.6,residential_central,none
U04414,10,West Campus Dining,dinner,422.8,residential_west,vegetarian
U04415,14,West Campus Dining,breakfast,281.57,residential_west,vegan
U04416,13,Marciano Commons,dinner,260.38,residential_west,none
U04417,15,Warren Towers Dining,dinner,450.4,residential_east,none
U04418,14,Marciano Commons,dinner,285.57,residential_west,none
U04419,12,Marciano Commons,breakfast,408.83,residential_east,none
U04420,15,Marciano Commons,dinner,360.93,residential_east,none
U04421,3,Marciano Commons,lunch,236.33,off_campus_plan,vegetarian
U04422,9,Sargent Choice Café,lunch,367.44,residential_central,none
U04423,8,Stuvi2 / towers,lunch,358.12,commuter,vegetarian
U04424,14,Marciano Commons,dinner,335.43,residential_west,gluten_free
U04425,13,Marciano Commons,lunch,327.0,residential_west,vegetarian
U04426,16,Marciano Commons,dinner,211.12,residential_east,vegetarian
U04427,15,Marciano Commons,dinner,540.47,residential_east,none
U04428,15,Marciano Commons,dinner,487.47,residential_east,halal
U04429,9,Warren Towers Dining,lunch,278.89,commuter,none
U04430,17,Sargent Choice Café,dinner,527.41,residential_central,vegetarian
U04431,13,Marciano Commons,dinner,395.15,residential_central,gluten_free
U04432,12,Marciano Commons,dinner,530.33,residential_west,vegetarian
U04433,5,Marciano Commons,lunch,272.4,off_campus_plan,vegetarian
U04434,14,Stuvi2 / towers,breakfast,562.93,residential_east,none
U04435,14,West Campus Dining,dinner,432.21,residential_west,none
U04436,14,Marciano Commons,dinner,383.29,residential_west,vegan
U04437,8,Sargent Choice Café,lunch,444.62,commuter,none
U04438,9,Stuvi2 / towers,lunch,342.33,off_campus_plan,vegetarian
U04439,15,Warren Towers Dining,dinner,509.6,residential_east,none
U04440,9,Sargent Choice Café,lunch,237.78,commuter,halal
U04441,9,Warren Towers Dining,lunch,181.89,commuter,none
U04442,12,Stuvi2 / towers,dinner,290.0,residential_east,none
U04443,13,Marciano Commons,dinner,402.15,residential_west,vegetarian
U04444,12,Marciano Commons,lunch,314.83,residential_west,none
U04445,11,Sargent Choice Café,lunch,462.73,off_campus_plan,none
U04446,15,Marciano Commons,dinner,308.53,residential_east,none
U04447,11,Warren Towers Dining,lunch,492.45,commuter,none
U04448,12,Marciano Commons,dinner,310.67,residential_west,none
U04449,8,Sargent Choice Café,lunch,388.5,commuter,none
U04450,13,West Campus Dining,lunch,415.31,residential_west,vegetarian
U04451,14,Sargent Choice Café,dinner,253.93,residential_central,none
U04452,5,Stuvi2 / towers,lunch,246.0,commuter,gluten_free
U04453,8,West Campus Dining,lunch,262.38,commuter,none
U04454,10,Marciano Commons,lunch,230.1,commuter,none
U04455,12,Marciano Commons,breakfast,620.17,residential_east,none
U04456,14,Sargent Choice Café,dinner,497.36,residential_central,halal
U04457,15,Marciano Commons,lunch,568.73,residential_east,none
U04458,11,West Campus Dining,dinner,391.0,residential_west,vegetarian
U04459,13,Marciano Commons,dinner,336.23,residential_central,none
U04460,16,Marciano Commons,dinner,343.44,residential_west,none
U04461,15,Marciano Commons,lunch,498.4,residential_central,vegan
U04462,5,Sargent Choice Café,lunch,500.4,off_campus_plan,none
U04463,12,Marciano Commons,dinner,360.0,residential_east,none
U04464,16,Sargent Choice Café,dinner,451.12,residential_central,halal
U04465,16,West Campus Dining,dinner,264.12,residential_west,vegetarian
U04466,15,Stuvi2 / towers,dinner,399.8,residential_east,halal
U04467,13,Stuvi2 / towers,breakfast,277.31,residential_east,vegetarian
U04468,6,West Campus Dining,dinner,271.17,off_campus_plan,vegan
U04469,9,Warren Towers Dining,lunch,325.67,commuter,halal
U04470,10,Marciano Commons,lunch,458.4,off_campus_plan,none
U04471,7,Sargent Choice Café,lunch,622.71,off_campus_plan,vegan
U04472,13,Marciano Commons,dinner,171.23,residential_east,vegetarian
U04473,11,Marciano Commons,dinner,338.45,residential_west,none
U04474,13,Sargent Choice Café,dinner,256.69,residential_central,none
U04475,16,Marciano Commons,dinner,309.38,residential_west,none
U04476,12,Marciano Commons,dinner,305.67,residential_west,vegan
U04477,12,Marciano Commons,lunch,424.0,residential_west,none
U04478,15,Marciano Commons,breakfast,351.6,residential_central,gluten_free
U04479,13,Sargent Choice Café,dinner,278.0,residential_central,none
U04480,14,Marciano Commons,lunch,374.36,residential_east,vegetarian
U04481,16,Marciano Commons,dinner,359.19,residential_west,none
U04482,15,Marciano Commons,lunch,328.27,residential_central,vegetarian
U04483,14,Sargent Choice Café,lunch,283.5,residential_central,vegetarian
U04484,13,Warren Towers Dining,dinner,380.23,residential_east,vegetarian
U04485,10,Marciano Commons,lunch,334.6,commuter,vegan
U04486,12,Marciano Commons,dinner,395.92,residential_east,halal
U04487,13,West Campus Dining,dinner,375.46,residential_west,none
U04488,8,Warren Towers Dining,lunch,170.12,commuter,none
U04489,11,Marciano Commons,dinner,509.91,residential_central,vegetarian
U04490,16,Marciano Commons,lunch,343.75,residential_east,none
U04491,15,Sargent Choice Café,dinner,333.93,residential_central,none
U04492,16,Sargent Choice Café,dinner,484.62,residential_central,vegetarian
U04493,8,Marciano Commons,lunch,429.38,commuter,none
U04494,8,Marciano Commons,lunch,581.75,commuter,none
U04495,18,Marciano Commons,breakfast,209.28,residential_central,vegan
U04496,12,West Campus Dining,dinner,449.92,residential_west,none
U04497,17,Stuvi2 / towers,dinner,326.94,residential_east,none
U04498,16,Marciano Commons,dinner,389.88,residential_east,none
U04499,12,West Campus Dining,dinner,342.08,residential_west,halal
U04500,12,Sargent Choice Café,dinner,399.0,residential_central,gluten_free
U04501,16,Marciano Commons,lunch,353.31,residential_central,vegetarian
U04502,16,West Campus Dining,dinner,319.38,residential_west,none
U04503,14,Warren Towers Dining,lunch,225.29,residential_east,gluten_free
U04504,14,West Campus Dining,dinner,189.21,residential_west,vegetarian
U04505,14,Marciano Commons,dinner,295.07,residential_west,halal
U04506,9,Marciano Commons,lunch,437.33,commuter,vegan
U04507,14,Marciano Commons,dinner,388.0,residential_east,none
U04508,12,Marciano Commons,dinner,486.17,residential_central,none
U04509,7,West Campus Dining,lunch,263.71,off_campus_plan,none
U04510,16,Warren Towers Dining,lunch,410.81,residential_east,none
U04511,15,Marciano Commons,dinner,237.47,residential_west,vegan
U04512,16,Stuvi2 / towers,dinner,395.56,residential_east,halal
U04513,17,Marciano Commons,dinner,356.41,residential_central,vegetarian
U04514,18,Marciano Commons,lunch,308.5,residential_central,none
U04515,15,Marciano Commons,lunch,403.4,residential_west,none
U04516,13,Sargent Choice Café,dinner,406.54,residential_central,none
U04517,13,Warren Towers Dining,lunch,371.92,commuter,none
U04518,18,Marciano Commons,dinner,307.61,residential_east,none
U04519,13,Warren Towers Dining,lunch,416.46,residential_east,vegetarian
U04520,10,Warren Towers Dining,lunch,362.5,commuter,none
U04521,12,Sargent Choice Café,dinner,506.75,residential_central,gluten_free
U04522,9,Sargent Choice Café,lunch,648.89,commuter,none
U04523,13,Marciano Commons,dinner,534.0,residential_central,halal
U04524,8,Marciano Commons,lunch,627.75,commuter,none
U04525,16,West Campus Dining,dinner,427.69,residential_west,none
U04526,10,Warren Towers Dining,lunch,293.1,commuter,vegan
U04527,7,Marciano Commons,dinner,199.43,off_campus_plan,vegetarian
U04528,17,Sargent Choice Café,dinner,422.06,residential_central,none
U04529,11,Marciano Commons,dinner,281.91,residential_east,none
U04530,18,Stuvi2 / towers,lunch,458.06,residential_east,none
U04531,11,Stuvi2 / towers,dinner,426.91,residential_east,vegetarian
U04532,17,Marciano Commons,dinner,384.06,residential_east,halal
U04533,12,Marciano Commons,dinner,237.17,residential_west,none
U04534,13,Sargent Choice Café,lunch,419.92,residential_central,none
U04535,16,Marciano Commons,dinner,450.25,residential_central,halal
U04536,18,West Campus Dining,breakfast,319.44,residential_west,none
U04537,13,Marciano Commons,dinner,388.08,residential_central,vegetarian
U04538,16,Marciano Commons,dinner,609.69,residential_east,none
U04539,12,Warren Towers Dining,dinner,292.58,residential_east,vegetarian
U04540,15,Stuvi2 / towers,breakfast,436.4,residential_east,none
U04541,18,Marciano Commons,lunch,345.22,residential_central,none
U04542,16,Warren Towers Dining,lunch,329.0,residential_east,none
U04543,12,Marciano Commons,dinner,278.67,residential_west,vegan
U04544,14,West Campus Dining,dinner,374.5,residential_west,vegan
U04545,8,Sargent Choice Café,lunch,484.5,commuter,vegetarian
U04546,16,Marciano Commons,dinner,374.94,residential_east,vegetarian
U04547,13,Sargent Choice Café,lunch,308.62,residential_central,none
U04548,14,Sargent Choice Café,lunch,409.36,residential_central,none
U04549,9,West Campus Dining,lunch,286.44,commuter,vegan
U04550,7,Marciano Commons,lunch,155.57,off_campus_plan,none
U04551,14,Warren Towers Dining,dinner,379.5,residential_east,none
U04552,14,Stuvi2 / towers,dinner,369.57,residential_east,none
U04553,8,Stuvi2 / towers,lunch,364.88,commuter,none
U04554,16,West Campus Dining,dinner,404.81,residential_west,none
U04555,14,Sargent Choice Café,lunch,346.07,residential_central,vegan
U04556,13,Sargent Choice Café,lunch,492.54,residential_central,halal
U04557,15,Marciano Commons,dinner,526.87,residential_central,halal
U04558,5,Warren Towers Dining,lunch,297.2,off_campus_plan,gluten_free
U04559,6,Warren Towers Dining,lunch,142.67,off_campus_plan,halal
U04560,12,Marciano Commons,lunch,435.42,commuter,none
U04561,16,West Campus Dining,dinner,525.25,residential_west,none
U04562,7,Marciano Commons,lunch,479.86,commuter,vegan
U04563,18,Stuvi2 / towers,dinner,302.94,residential_east,none
U04564,15,Marciano Commons,dinner,244.47,residential_east,none
U04565,9,Sargent Choice Café,lunch,394.56,commuter,none
U04566,14,Warren Towers Dining,dinner,510.07,residential_east,none
U04567,12,Marciano Commons,lunch,580.42,residential_east,none
U04568,14,Warren Towers Dining,dinner,522.36,residential_east,none
U04569,9,Warren Towers Dining,lunch,369.11,commuter,none
U04570,14,Marciano Commons,dinner,293.07,residential_central,halal
U04571,16,Marciano Commons,dinner,301.94,residential_central,vegetarian
U04572,17,Marciano Commons,dinner,370.76,residential_east,halal
U04573,8,Marciano Commons,lunch,288.12,commuter,none
U04574,9,Stuvi2 / towers,lunch,429.11,commuter,none
U04575,13,Marciano Commons,dinner,423.92,residential_west,vegetarian
U04576,13,Marciano Commons,breakfast,402.23,residential_west,none
U04577,20,Warren Towers Dining,dinner,380.25,residential_east,vegetarian
U04578,5,West Campus Dining,dinner,445.6,off_campus_plan,vegan
U04579,18,Marciano Commons,dinner,488.44,residential_central,vegan
U04580,8,Sargent Choice Café,lunch,350.5,off_campus_plan,gluten_free
U04581,15,Marciano Commons,lunch,288.47,residential_west,none
U04582,9,West Campus Dining,lunch,376.44,commuter,none
U04583,10,Warren Towers Dining,lunch,472.3,commuter,vegetarian
U04584,15,Sargent Choice Café,dinner,443.53,residential_central,none
U04585,9,West Campus Dining,lunch,439.78,off_campus_plan,none
U04586,12,Marciano Commons,dinner,410.08,residential_west,none
U04587,14,Stuvi2 / towers,dinner,345.57,residential_east,none
U04588,15,Marciano Commons,dinner,520.87,residential_central,none
U04589,10,Warren Towers Dining,lunch,444.5,commuter,none
